CustomerID,Age,Gender,Location,Occupation,Income Bracket,Credit Score,Onboarding Date,Channel,App Logins,Web Logins,Session Duration,Time Between Sessions,Device Type,OS Version,Loans Accessed,Savings Accessed,Card Mgmt Accessed,Monthly Avg Balance,Debit Count,Credit Count,Loans Taken,Repayment Misses,Overdraft Events,Declined Txns,Failed Payments,Current Plan,Plan History,Subscription Renewals,Payment Mode,Tickets Raised,Resolution Time (hrs),Sentiment Score,NPS Score,Survey Feedback,Churned
CUST00022,63,Female,North,,Low,367,10/8/2016,Online,11,8,5.505208132,40.10418128,Web,v3,2,1,5,51742.85092,12,6,0,1,1,1,0,Gold,Gold > Platinum,0,Auto,4,0.476107404,0.883941429,3,Good,0
CUST00023,51,Male,East,Student,High,425,3/13/2013,Agent,15,8,3.666995672,91.71583055,Web,v2,0,1,5,67723.6063,12,6,1,0,1,1,0,Platinum,Silver > Gold,0,Manual,2,8.387387232,0.154063905,2,Bad,0
CUST00024,28,Female,South,Self-employed,Medium,692,3/1/2021,Branch,,10,35.08508715,22.66289122,iOS,v1,2,1,5,46163.37176,12,6,0,1,1,1,1,Gold,No Change,0,Auto,2,47.21659827,0.160330866,8,Bad,0
CUST00025,48,Other,East,Salaried,Medium,701,8/16/2013,Agent,15,8,4.880827844,43.52791939,iOS,v3,1,1,5,61441.57832,12,6,1,2,3,2,0,Basic,Gold > Platinum,0,Manual,5,22.93570499,-0.206439788,8,Good,0
CUST00026,28,Male,East,Student,High,635,12/2/2014,Agent,5,3,1.444884329,1.753688605,Android,v2,1,1,5,51573.94658,12,6,1,0,3,4,1,Silver,Basic > Silver,0,Manual,2,2.25932133,0.553694487,5,Good,0
CUST00027,55,Female,East,Self-employed,Low,328,7/4/2018,Branch,7,9,4.474056292,56.5407704,Web,v1,0,1,5,55747.82604,12,6,1,1,6,2,1,Silver,Gold > Platinum,0,Manual,1,2.924843763,0.460158478,8,Bad,0
CUST00028,38,Male,West,Student,Medium,344,5/10/2021,Online,10,12,24.70809135,3.871665897,Android,v2,2,1,5,60007.16427,12,6,1,0,1,1,0,Silver,Basic > Silver,0,Auto,1,33.76572517,0.47210655,1,Good,0
CUST00029,63,Male,South,Self-employed,Low,400,8/14/2018,Agent,15,9,10.12805285,33.46261143,iOS,v1,1,1,5,53684.79798,12,6,1,2,3,4,0,Basic,Basic > Silver,0,Manual,3,159.2770501,0.686809154,4,Bad,0
CUST00030,47,Other,West,Retired,Medium,525,11/7/2015,Online,9,7,13.27730194,22.91539078,iOS,v1,1,1,5,49368.61937,12,6,2,0,2,0,0,Platinum,Silver > Gold,0,Auto,3,0.596934566,0.763495907,2,Neutral,0
CUST00031,27,Female,South,Self-employed,High,718,9/3/2018,Agent,15,6,9.952428334,80.78373389,Android,v2,1,1,5,63531.97248,12,6,0,2,5,5,0,Gold,No Change,0,Auto,3,9.383776405,0.559886282,0,Neutral,0
CUST00032,43,Other,North,Student,High,561,1/11/2020,Branch,14,7,5.135151472,3.256002054,Android,v2,4,1,5,43293.43457,12,6,1,1,1,2,0,Silver,Silver > Gold,0,Auto,2,23.9403834,0.605741418,0,Neutral,0
CUST00033,44,Female,East,Self-employed,Low,591,2/12/2020,Online,11,7,12.95635956,125.9444047,Web,v3,4,1,5,41924.7451,12,6,0,0,3,3,0,Basic,Gold > Platinum,0,Manual,1,6.632580567,0.434129126,3,Neutral,1
CUST00034,25,Female,South,Self-employed,High,511,5/24/2018,Online,,3,6.238993368,111.8484601,iOS,v1,3,1,5,46515.69152,12,6,5,0,3,1,0,Silver,Gold > Platinum,0,Auto,0,45.84270148,0.529784201,7,Neutral,1
CUST00035,56,Female,South,Student,Low,755,11/1/2020,Agent,9,6,10.36386953,92.09648346,Web,v1,4,1,5,25464.33884,12,6,1,2,2,3,1,Silver,Basic > Silver,0,Auto,3,12.02714714,0.180732011,5,Bad,1
CUST00036,25,Male,North,Self-employed,Low,535,2/5/2016,Online,15,9,11.36283453,29.62653974,iOS,v2,2,1,5,71839.45026,12,6,2,1,5,2,0,Platinum,Gold > Platinum,0,Manual,3,35.9869853,0.443733607,1,Bad,0
CUST00037,25,Male,West,Self-employed,Medium,833,11/19/2016,Branch,13,11,11.5959061,211.5933921,iOS,v2,0,1,5,43259.79439,12,6,0,2,6,3,0,Gold,Silver > Gold,0,Manual,1,239.0544954,0.869040671,7,Bad,0
CUST00038,51,Other,South,Student,Medium,368,6/20/2014,Online,18,6,12.12204842,44.27037799,Android,v2,1,1,5,49056.2257,12,6,1,1,3,3,0,Platinum,Gold > Platinum,0,Manual,0,85.27602859,0.677673652,5,Good,0
CUST00039,33,Female,South,Retired,High,545,8/14/2016,Online,15,5,1.739019406,10.71735382,Web,v3,0,1,5,26733.26571,12,6,0,1,3,1,1,Basic,Silver > Gold,0,Manual,1,8.831622986,0.194847352,0,Good,0
CUST00040,58,Female,West,,Low,536,9/12/2017,Agent,15,2,24.26064592,4.644423926,Android,v3,1,1,5,64929.11402,12,6,0,1,3,2,0,Silver,Silver > Gold,0,Auto,3,37.65224393,-0.190110531,0,Good,0
CUST00041,30,Male,West,Salaried,Medium,630,3/19/2011,Online,20,6,10.27081754,67.55196643,iOS,v3,0,1,5,77084.24718,12,6,0,1,0,0,0,Silver,Silver > Gold,0,Auto,0,2.327007883,0.864976455,5,Bad,0
CUST00042,40,Female,South,Salaried,High,662,7/3/2015,Online,15,9,2.824640386,11.14692634,Android,v1,0,1,5,30205.67593,12,6,1,0,0,2,0,Basic,No Change,0,Auto,1,24.1275092,0.498690878,6,Bad,0
CUST00043,29,Other,West,,High,830,10/10/2011,Branch,14,5,25.85681476,4.271309144,Android,v2,3,1,5,25760.60934,12,6,2,0,5,7,0,Platinum,Gold > Platinum,0,Auto,6,14.42838223,0.248014407,1,Neutral,1
CUST00044,44,Female,North,Salaried,Medium,764,1/13/2017,Online,12,7,21.28307884,60.98215564,Web,v1,1,1,5,48908.91682,12,6,0,0,1,2,0,Basic,No Change,0,Manual,3,2.641432564,0.200430565,1,Bad,0
CUST00045,39,Female,North,Salaried,High,528,10/26/2015,Branch,13,7,26.41684015,28.32286353,Android,v2,1,1,5,44219.41031,12,6,0,0,3,0,0,Silver,Silver > Gold,0,Manual,1,1.760375038,0.232447109,0,Bad,0
CUST00046,49,Male,East,Student,Medium,808,1/10/2016,Online,12,9,38.02377059,132.7670204,Web,v2,1,1,5,44492.06929,12,6,1,1,2,2,0,Gold,Gold > Platinum,0,Auto,1,169.2294885,0.151242408,8,Neutral,0
CUST00047,66,Female,South,Student,Low,681,11/7/2021,Online,11,9,4.492902914,109.9813858,Android,v2,1,1,5,22279.0713,12,6,2,1,2,4,0,Gold,Basic > Silver,0,Auto,1,30.72976559,0.876785343,7,Bad,0
CUST00048,44,Other,North,Student,High,426,7/23/2020,Branch,8,8,15.27285804,31.17907985,Android,v1,2,1,5,42966.16094,12,6,2,1,1,2,0,Gold,Basic > Silver,0,Auto,2,74.01878793,0.118119741,7,Good,0
CUST00049,19,Other,North,,Low,413,9/11/2012,Online,9,5,5.577614959,110.5092469,Android,v2,0,1,5,78991.21635,12,6,1,0,0,3,0,Gold,Basic > Silver,0,Manual,2,128.3411268,0.282729789,1,Bad,0
CUST00050,62,Other,North,Retired,Medium,542,8/10/2013,Online,7,8,33.05194313,98.74622368,Web,v3,2,1,5,33909.69714,12,6,0,0,5,4,1,Basic,Basic > Silver,0,Auto,5,56.69066249,0.361563411,9,Neutral,1
CUST00051,50,Other,East,Retired,Low,444,10/1/2011,Agent,,4,1.442448131,52.50680457,iOS,v2,2,1,5,76242.19413,12,6,5,0,1,2,0,Gold,Gold > Platinum,0,Manual,2,21.50435184,0.522844719,4,Good,0
CUST00052,43,Male,West,Salaried,Medium,738,10/6/2017,Agent,11,3,14.86961449,108.3621306,iOS,v3,3,1,5,27430.67608,12,6,1,1,5,4,0,Gold,No Change,0,Auto,6,16.48069773,-0.066708272,0,Neutral,1
CUST00053,45,Female,East,Salaried,High,637,11/11/2016,Online,13,6,36.67701272,22.1525634,Web,v3,2,1,5,50256.04632,12,6,1,0,3,4,0,Silver,Gold > Platinum,0,Manual,2,50.43799012,0.088072893,5,Bad,1
CUST00054,36,Male,East,Student,High,707,3/13/2019,Branch,15,13,13.34926266,155.5731322,iOS,v3,0,1,5,31178.60316,12,6,0,0,2,3,0,Platinum,Silver > Gold,0,Auto,0,1.655382137,-0.00483063,8,Neutral,0
CUST00055,60,Other,East,Retired,High,467,11/9/2012,Agent,8,6,16.82093338,39.80827888,Web,v1,0,1,5,41827.36043,12,6,0,1,4,3,1,Platinum,Basic > Silver,0,Auto,4,4.671339676,-0.131760508,9,Bad,1
CUST00056,22,Female,East,Self-employed,Low,466,1/11/2015,Online,11,11,3.988992885,55.89177447,iOS,v1,2,1,5,54259.83922,12,6,1,1,4,4,0,Silver,Basic > Silver,0,Auto,5,10.63967868,-0.00014113,2,Neutral,0
CUST00057,50,Male,South,Self-employed,Low,832,6/17/2018,Agent,11,5,15.3662918,14.19802198,iOS,v2,0,1,5,38199.19553,12,6,1,0,2,0,1,Gold,Silver > Gold,0,Auto,,124.0920681,0.44905184,1,Good,0
CUST00058,37,Female,South,Student,Low,464,12/2/2021,Online,8,9,14.55452912,25.78504397,Android,v2,1,1,5,49577.23364,12,6,0,1,1,2,0,Platinum,Silver > Gold,0,Manual,1,55.88945856,0.050130371,9,Bad,0
CUST00059,47,Other,North,Salaried,Medium,561,8/27/2013,Branch,8,10,5.249158922,39.02116426,Web,v3,2,1,5,29723.26541,12,6,0,1,3,4,0,Platinum,Basic > Silver,0,Manual,1,60.95166953,0.405944402,0,Neutral,0
CUST00060,62,Other,East,Retired,High,560,12/31/2011,Agent,13,11,7.107477085,6.777734547,iOS,v2,2,1,5,19024.81616,12,6,0,1,1,3,1,Basic,No Change,0,Auto,2,148.8448992,-0.038735559,7,Neutral,0
CUST00061,25,Female,East,Self-employed,Low,474,9/12/2017,Agent,5,5,20.37438517,101.0140965,Android,v3,2,1,5,27768.23545,12,6,0,0,5,1,0,Basic,Silver > Gold,0,Auto,0,31.57399406,0.518407277,8,Neutral,0
CUST00062,55,Female,North,Salaried,Medium,395,6/28/2013,Online,11,3,8.232008111,19.91163267,Web,v3,1,1,5,38168.01502,12,6,1,1,3,4,0,Basic,Gold > Platinum,0,Manual,1,116.6331586,0.314447477,7,Good,1
CUST00063,34,Other,West,Retired,Low,656,3/24/2020,Branch,12,6,20.34821004,39.82191832,iOS,v1,0,1,5,31124.81166,12,6,0,1,2,3,0,Platinum,Basic > Silver,0,Manual,1,0.587946875,0.457481972,8,Bad,0
CUST00064,61,Male,South,Self-employed,Medium,669,5/18/2017,Branch,14,4,4.737998627,132.5862115,Android,v2,0,1,5,44354.37481,12,6,0,1,2,2,0,Platinum,Silver > Gold,0,Auto,5,46.00020682,0.696461508,2,Bad,0
CUST00065,18,Other,East,,High,441,11/15/2021,Branch,14,7,4.603487731,8.157930355,Android,v1,1,1,5,52031.7073,12,6,0,0,0,1,0,Silver,Silver > Gold,0,Manual,2,20.79374208,-0.240528193,5,Bad,0
CUST00066,20,Female,West,Self-employed,Low,466,2/1/2018,Online,6,7,7.241971245,15.98768621,Android,v3,2,1,5,49964.96704,12,6,1,0,2,1,0,Basic,Silver > Gold,0,Manual,1,7.452420689,0.721089481,7,Good,0
CUST00067,63,Male,West,,High,618,3/18/2020,Branch,12,3,34.20459774,1.300908385,Android,v2,0,1,5,42151.97635,12,6,5,0,2,4,0,Silver,Silver > Gold,0,Auto,2,0.064810228,0.235911303,3,Neutral,1
CUST00068,43,Other,East,Salaried,Low,634,5/24/2016,Branch,13,10,10.19492032,146.6635198,iOS,v1,1,1,5,31041.15867,12,6,0,0,1,2,0,Silver,Silver > Gold,0,Manual,1,0.857609306,0.830341518,2,Good,0
CUST00069,48,Female,East,Salaried,Medium,773,1/7/2022,Online,6,6,26.95016253,8.435832016,iOS,v3,3,1,5,39146.96785,12,6,1,0,4,3,1,Platinum,Silver > Gold,0,Manual,1,10.08778407,0.370070537,6,Neutral,1
CUST00070,25,Female,West,Retired,High,444,11/6/2014,Branch,9,4,49.07356113,22.27037178,Android,v2,0,1,5,40125.49374,12,6,1,0,0,3,0,Basic,Gold > Platinum,0,Auto,2,21.231161,0.75555844,3,Good,0
CUST00071,60,Female,South,Student,Low,353,5/21/2013,Branch,11,8,4.698009363,22.68488437,Web,v3,0,1,5,36573.37925,12,6,2,0,1,3,1,Gold,Silver > Gold,0,Auto,0,40.36134022,0.222266075,5,Good,0
CUST00072,63,Male,South,Salaried,Low,421,7/8/2017,Agent,8,7,14.37456699,15.69296415,iOS,v1,3,1,5,48270.50757,12,6,0,0,0,1,0,Silver,Gold > Platinum,0,Auto,1,7.48264277,0.133696368,0,Good,0
CUST00073,25,Male,East,Salaried,High,423,11/7/2021,Branch,10,9,47.43902129,69.3398238,iOS,v2,1,1,5,51561.63072,12,6,1,0,1,3,0,Silver,No Change,0,Auto,3,31.99799429,0.502750694,0,Good,1
CUST00074,52,Male,East,Self-employed,Medium,466,9/18/2012,Agent,14,4,27.86694532,28.50422035,iOS,v2,1,1,5,32435.82277,12,6,3,2,3,3,1,Silver,Gold > Platinum,0,Auto,4,68.08378133,0.537495389,9,Neutral,0
CUST00075,56,Male,North,Self-employed,High,321,4/25/2015,Agent,12,12,9.954960054,17.88804721,iOS,v1,1,1,5,61889.38657,12,6,3,2,3,0,0,Basic,No Change,0,Manual,,67.29176414,-0.009204601,5,Bad,0
CUST00076,45,Female,North,Retired,Low,575,8/24/2015,Agent,12,6,13.34531856,49.68855617,Android,v1,0,1,5,40158.75998,12,6,0,0,4,2,0,Gold,Gold > Platinum,0,Auto,2,44.55220051,1.02479322,8,Good,0
CUST00077,68,Female,South,Student,High,707,9/5/2018,Agent,15,13,90.24277543,24.04968755,iOS,v3,1,1,5,47374.95273,12,6,1,1,1,3,0,Basic,No Change,0,Manual,0,50.97958617,0.529629583,9,Good,0
CUST00078,21,Male,North,Self-employed,High,781,1/21/2016,Branch,9,9,12.14589063,0.792337342,Web,v1,0,1,5,53420.71613,12,6,1,1,3,4,0,Gold,Basic > Silver,0,Manual,,12.50002383,0.5693617,9,Good,0
CUST00079,33,Male,West,Retired,Medium,598,5/18/2021,Agent,9,8,0.130804948,4.702871932,iOS,v3,0,1,5,59116.76969,12,6,3,1,1,1,1,Gold,Gold > Platinum,0,Manual,1,110.9083163,0.160698655,1,Neutral,0
CUST00080,30,Female,West,Retired,Medium,576,1/7/2018,Agent,7,4,2.502212694,18.79902629,Android,v3,1,1,5,41875.2838,12,6,3,0,2,2,1,Platinum,Gold > Platinum,0,Manual,2,29.82507073,0.752288544,4,Good,1
CUST00081,37,Other,West,Retired,High,621,10/25/2012,Agent,14,12,2.047431983,2.297623071,Android,v2,0,1,5,47869.77085,12,6,0,1,1,3,0,Gold,Gold > Platinum,0,Auto,1,2.902975287,0.118725841,4,Bad,0
CUST00082,68,Other,West,Salaried,Medium,414,6/3/2018,Branch,13,4,7.254483587,59.69917499,iOS,v3,0,1,5,29909.21292,12,6,0,1,1,1,0,Gold,Silver > Gold,0,Auto,1,35.74176763,0.468420727,5,Neutral,0
CUST00083,22,Female,East,Student,Medium,571,1/1/2013,Online,7,12,8.876655659,36.93897094,Android,v1,1,1,5,49173.60326,12,6,0,1,2,1,0,Silver,Silver > Gold,0,Auto,1,40.08179792,0.774953824,6,Good,0
CUST00084,54,Male,West,Student,Low,467,3/20/2017,Agent,8,6,6.265547073,26.43998892,Android,v2,0,1,5,69640.12461,12,6,2,0,2,1,0,Platinum,Basic > Silver,0,Manual,4,123.3488789,0.472068844,4,Bad,0
CUST00085,37,Male,South,Student,Medium,735,10/31/2014,Agent,,5,15.56807939,9.520292451,Web,v2,1,1,5,50508.52532,12,6,1,1,5,4,0,Basic,Silver > Gold,0,Manual,0,18.36071176,0.394089635,2,Neutral,0
CUST00086,41,Female,North,Salaried,High,563,6/20/2014,Online,14,8,11.12363236,100.2535588,Web,v1,1,1,5,39014.81826,12,6,0,1,2,3,0,Basic,Gold > Platinum,0,Manual,4,15.63432836,0.280429258,2,Bad,0
CUST00087,53,Other,South,,High,549,7/2/2019,Branch,12,7,7.561624515,33.03040053,iOS,v1,1,1,5,40830.65567,12,6,1,0,1,5,0,Platinum,No Change,0,Manual,0,38.97137954,0.450077593,2,Neutral,0
CUST00088,51,Female,East,Self-employed,Low,761,7/3/2014,Agent,5,6,20.60890327,0.246765418,Android,v1,1,1,5,20564.356,12,6,0,1,3,2,1,Gold,Silver > Gold,0,Auto,1,8.29504995,-0.249238977,3,Bad,1
CUST00089,62,Female,North,Self-employed,Low,738,10/18/2015,Branch,9,8,118.9496434,10.84006177,Web,v3,3,1,5,41719.00394,12,6,0,0,1,0,1,Silver,Basic > Silver,0,Auto,1,41.33711948,0.467242851,0,Bad,0
CUST00090,65,Female,North,Self-employed,Low,641,9/25/2019,Agent,6,4,3.568547688,55.87626908,Android,v2,1,1,5,65255.84013,12,6,0,1,2,3,1,Basic,Silver > Gold,0,Manual,5,60.62081746,0.595365464,9,Bad,0
CUST00091,51,Male,North,Retired,High,765,11/12/2012,Branch,15,6,24.30937395,38.19993722,Web,v1,1,1,5,54681.48691,12,6,1,1,0,3,1,Platinum,Gold > Platinum,0,Auto,1,68.06385568,0.560363066,0,Neutral,0
CUST00092,36,Male,West,,High,357,9/19/2016,Branch,8,6,11.9327225,88.64478503,Web,v3,1,1,5,21712.29725,12,6,2,1,1,5,0,Gold,Gold > Platinum,0,Manual,3,203.4210984,0.764833766,6,Neutral,0
CUST00093,34,Male,East,Salaried,Medium,304,8/24/2016,Agent,,5,0.44208042,275.8398807,iOS,v3,0,1,5,54055.19068,12,6,0,1,2,3,0,Platinum,Silver > Gold,0,Manual,3,6.603190462,1.195811839,1,Good,0
CUST00094,22,Other,South,Self-employed,Low,564,3/10/2021,Agent,16,7,30.16915805,68.86963433,Web,v2,1,1,5,58945.84726,12,6,0,1,3,7,1,Gold,Gold > Platinum,0,Manual,2,113.1906544,0.32037969,5,Neutral,0
CUST00095,42,Female,West,Retired,Medium,548,9/14/2021,Branch,14,7,4.920721816,10.96023176,Web,v2,0,1,5,,12,6,1,1,1,5,0,Silver,Silver > Gold,0,Manual,2,1.7688467,0.776770942,3,Neutral,0
CUST00096,35,Female,North,Salaried,Medium,394,5/29/2014,Agent,9,4,10.85782879,5.718056399,Android,v1,1,1,5,44434.21901,12,6,1,0,0,2,0,Silver,Silver > Gold,0,Auto,1,14.0243568,0.508441356,0,Bad,0
CUST00097,67,Other,South,Retired,High,756,2/26/2019,Online,16,8,34.57415732,14.73435092,Web,v1,0,1,5,,12,6,1,0,3,1,1,Basic,Gold > Platinum,0,Auto,0,1.482001383,0.592639171,0,Good,0
CUST00098,25,Male,South,Retired,Medium,616,12/11/2017,Branch,8,11,18.45612206,116.120563,Web,v3,1,1,5,73459.75729,12,6,2,0,1,3,0,Platinum,No Change,0,Auto,1,130.0004126,1.231606334,9,Bad,0
CUST00099,44,Female,South,Retired,Low,418,3/7/2019,Online,13,14,6.12198766,11.84994624,Android,v1,2,1,5,42841.56995,12,6,3,0,4,4,0,Silver,Basic > Silver,0,Auto,4,11.99749262,0.222386767,1,Neutral,0
CUST00100,32,Other,East,Student,Low,501,4/22/2013,Agent,5,9,119.8823164,27.9689151,iOS,v1,2,1,5,56224.10009,12,6,2,0,2,2,1,Gold,No Change,0,Manual,2,48.72777618,0.3333516,4,Bad,0
CUST00101,62,Male,West,Salaried,High,352,6/7/2014,Online,11,3,14.35453523,47.87630233,Android,v2,1,1,5,31577.43211,12,6,1,0,1,1,0,Gold,Silver > Gold,0,Manual,3,39.16112792,0.088597004,4,Bad,0
CUST00102,30,Male,East,Salaried,High,616,12/10/2018,Online,10,10,42.10433859,57.98728404,iOS,v2,1,1,5,30833.65258,12,6,1,0,1,2,0,Platinum,Gold > Platinum,0,Auto,1,139.9197885,0.42510499,2,Neutral,0
CUST00103,33,Female,North,Retired,High,543,8/27/2012,Branch,11,10,22.33855326,28.96366814,Web,v1,1,1,5,,12,6,3,1,2,1,1,Silver,Gold > Platinum,0,Auto,3,72.20621889,0.614748474,7,Neutral,0
CUST00104,39,Male,North,Student,Low,393,10/29/2019,Online,14,6,5.080116939,53.13056566,iOS,v2,2,1,5,50154.68705,12,6,3,1,4,2,0,Platinum,Basic > Silver,0,Auto,5,6.951484014,0.567815585,8,Good,1
CUST00105,37,Other,South,Retired,High,579,7/4/2011,Agent,7,7,1.982480374,139.6422524,iOS,v2,0,1,5,46970.66597,12,6,1,1,1,2,0,Gold,Gold > Platinum,0,Manual,2,144.1111477,0.830772019,4,Good,0
CUST00106,30,Male,South,Self-employed,Low,391,11/6/2020,Branch,16,6,23.06017068,11.23313336,Android,v2,0,1,5,69690.1918,12,6,2,1,0,2,0,Platinum,No Change,0,Auto,3,18.99586766,0.531822409,3,Good,0
CUST00107,37,Female,South,Salaried,Medium,337,2/23/2015,Agent,14,6,3.993647761,29.16923656,Android,v2,2,1,5,,12,6,0,2,5,5,0,Gold,Silver > Gold,0,Auto,1,25.97823634,0.723502789,3,Bad,0
CUST00108,19,Other,East,Salaried,High,712,12/30/2018,Agent,17,12,11.4562113,14.18126643,iOS,v2,1,1,5,34294.55217,12,6,1,1,2,4,1,Gold,Basic > Silver,0,Auto,2,45.28902897,0.802233167,9,Good,0
CUST00109,52,Male,West,Student,High,542,10/28/2021,Online,10,6,3.17428697,0.28966008,iOS,v1,1,1,5,44131.15148,12,6,2,0,2,2,0,Silver,Basic > Silver,0,Manual,1,3.245291737,0.528083849,8,Neutral,0
CUST00110,64,Male,East,,High,663,1/14/2018,Agent,15,5,13.36924743,31.77571336,iOS,v3,2,1,5,60827.13632,12,6,0,1,0,1,0,Silver,No Change,0,Manual,0,0.84665254,0.613601477,4,Good,0
